# 2BIGB_name(J2000)       R.A.(deg)  Dec(deg)    N0(E-13)_2BIGB   N0_err(E-13)_2BIGB   Gamma_2BIGB  Gamma_err_2BIGB   Flux(0.5-500GeV)_2BIGB   Flux_err(0.5-500GeV)_2BIGB   TS_2BIGB   4FGLv20_name       PivotEnergy_2BIGB   5BZCat           sflag_3HSP  log(nu)_3HSP[Hz] log(nufnu)_3HSP[erg/sm2/s]   nuflag_3HSP   z_3HSP   zflag_3HSP   FOM_3HSP   WHSPnames               4FGL_Name_v20       R.A.4FGL_v20     Dec_4FGL_v20    sqrt(TS)_4FGL_v20   Pivot_Energy_4FGL_v20   N0_4FGL_v20      N0_err_4FGL_20   PL_Index_4FGL_v20   PL_Index_err_4FGL_v20   GAL_LONG             GAL_LAT              
  2BIGBJ050639.1-085801   76.66625   -8.96717    0.697158         0.0923728            2.10546      0.111063          7.09147E-10              1.13023E-10                  131.614    0506.7-0857        2193.2947           5BZBJ0506-0858   0            15.3           -12.1             1             0.28     5            0.32       2WHSPJ050639.9-085800   "4FGL J0506.7-0857" 76.684        -8.9607        0.0544               2193.2947               8.155283E-14     1.0532212E-14    2.0936725           0.09764064              209.05345701430048   -27.329869104236863  
  2BIGBJ050650.1+032358   76.70892   3.39964     0.188827         0.0310746            1.90467      0.121103          4.76212E-10              1.02243E-10                  100.154    0506.9+0323        3719.5156           --               0            15.8           -12.1             1             0.32     5            0.32       --                      "4FGL J0506.9+0323" 76.7314       3.3917         0.0339               3719.5156               2.3065048E-14    3.6130224E-15    1.9390795           0.11702617              197.1419890084195    -21.37777449402309   
  2BIGBJ050657.8-543503   76.74083   -54.58442   0.291415         0.0233156            1.61204      0.0528488         6.8905E-10               6.27395E-11                  679.544    0506.9-5435        4069.419            5BZBJ0506-5435   0            16.1           -11.3             1             0.26     3            2.0        2WHSPJ050657.7-543503   "4FGL J0506.9-5435" 76.748        -54.5875       0.017                4069.419                3.2469497E-14    2.9268385E-15    1.6371944           0.05660817              262.4208290391395    -36.77419239416332   
  2BIGBJ050727.3-334635   76.86363   -33.7765    0.0677712        0.0102453            1.65084      0.0999292         2.97505E-10              5.55901E-11                  143.048    0507.4-3346        5836.527            --               0            17.7           -11.8             1             0.39     2            0.63       2WHSPJ050727.1-334635   "4FGL J0507.4-3346" 76.8591       -33.7813       0.0403               5836.527                6.9038945E-15    1.2149402E-15    1.7367791           0.1158533               236.6772898704724    -35.29256459973198   
  2BIGBJ050756.2+673724   76.984     67.62342    0.465997         0.0179564            1.53435      0.0253341         2.08568E-9               9.4061E-11                   3341.24    0507.9+6737        6321.659            5BZBJ0507+6737   0            17.9           -10.7             1             0.34     2            7.94       2WHSPJ050756.0+673723   "4FGL J0507.9+6737" 76.9956       67.6223        0.0106               6321.659                5.616331E-14     2.3175198E-15    1.5784763           0.025349358             143.79485375904747   15.889673260653835   
  2BIGBJ050938.2-040045   77.40904   -4.01267    0.162694         0.0306412            1.94775      0.144884          4.06134E-10              1.00981E-10                  62.8999    0509.6-0402        3623.9802           5BZBJ0509-0400   0            17.8           -11.4             1             0.304    1            1.58       2WHSPJ050938.0-040045   "4FGL J0509.6-0402" 77.4217       -4.0366        0.0563               3623.9802               2.2312854E-14    3.7908667E-15    2.0187516           0.14577527              204.5206733017004    -24.420210522248798  
  2BIGBJ050957.3-641741   77.48867   -64.29489   0.272774         0.0293696            1.81828      0.0781251         5.31835E-10              6.92134E-11                  264.738    0509.9-6417        3363.943            --               0            17.4           -11.4             1             ""       --           1.58       --                      "4FGL J0509.9-6417" 77.4876       -64.2891       0.0401               3363.943                3.0391176E-14    3.578506E-15     1.9401927           0.09287486              274.2769592564459    -35.187919558739985  
  2BIGBJ051533.2-012355   78.88829   -1.39867    0.149794         0.0282152            2.01208      0.133366          4.31996E-10              9.97366E-11                  54.6425    0515.5-0125        3774.7825           --               0            15.6           -11.7             1             0.25     5            0.79       --                      "4FGL J0515.5-0125" 78.8906       -1.4193        0.0419               3774.7825               1.5294959E-14    3.2152458E-15    1.9568095           0.13836181              202.78561166656849   -21.876319495481596  
  2BIGBJ051631.0+735108   79.13004   73.85239    0.299256         0.0259349            1.94126      0.0675974         7.48811E-10              7.79302E-11                  334.247    0516.4+7350        3639.7593           5BZBJ0516+7351   0            16.2           -11.9             1             0.251    1            0.5        2WHSPJ051631.1+735107   "4FGL J0516.4+7350" 79.1042       73.8495        0.026                3639.7593               3.0419155E-14    3.1530194E-15    1.8802485           0.07353875              138.62960330311506   19.778758100238164   
  2BIGBJ052146.0+211251   80.4415    21.21428    42.7696          0.68962              1.95213      0.0131762         2.056E-8                 3.40497E-10                  14959.2    0521.7+2112        1555.2345           5BZBJ0521+2112   0            15.1           -10.6             1             0.108    1            10.0       2WHSPJ052145.9+211251   "4FGL J0521.7+2112" 80.4445       21.2131        0.0087               1555.2345               4.8250054E-12    8.629392E-14     1.9225831           0.012611584             183.60415573562642   -8.708361807554583   
  2BIGBJ052542.4-601340   81.42675   -60.22783   0.264297         0.0216731            1.77399      0.0610013         7.53231E-10              7.43927E-11                  518.398    0525.6-6013        4237.821            --               0            16.2           -12.7             1             0.45     5            0.08       2WHSPJ052542.4-601340   "4FGL J0525.6-6013" 81.4207       -60.2279       0.0249               4237.821                2.8104653E-14    2.6808159E-15    1.7973605           0.06637975              269.1062843024903    -33.86793200955537   
  2BIGBJ052645.4-151900   81.68933   -15.31681   0.607864         0.0658977            1.89617      0.0794745         7.66476E-10              9.53406E-11                  218.117    0526.7-1519        2591.1653           --               0            15.7           -11.4             1             0.21     5            1.58       2WHSPJ052645.4-151900   "4FGL J0526.7-1519" 81.6917       -15.3214       0.0532               2591.1653               6.375282E-14     7.547778E-15     1.9568847           0.080916755             217.77921093930536   -25.4957178768499    
  2BIGBJ052846.1-592003   82.19192   -59.33433   0.53658          0.0691521            1.9992       0.101608          4.97964E-10              7.46395E-11                  155.457    0528.7-5920        2155.152            --               0            15.2           -11.9             1             1.13     2            0.5        --                      "4FGL J0528.7-5920" 82.1863       -59.3439       0.0414               2155.152                6.7908664E-14    8.407146E-15     2.0833406           0.09614512              268.0079920478391    -33.5336382629904    
  2BIGBJ052902.6+093435   82.26067   9.5765      0.188132         0.0297508            2.03413      0.137619          6.89405E-10              1.58037E-10                  86.3314    0529.1+0935        4198.414            --               0            17.7           -11.5             1             0.3      5            1.26       2WHSPJ052902.5+093435   "4FGL J0529.1+0935" 82.297        9.5975         0.0481               4198.414                2.0746014E-14    3.5383173E-15    1.9832587           0.1333626               194.5764584396529    -13.467552160484493  
  2BIGBJ053629.1-334302   84.12108   -33.71736   0.201522         0.015732             1.70148      0.0551891         1.22096E-9               1.27906E-10                  746.289    0536.4-3343        6837.5474           5BZBJ0536-3343   0            16.0           -11.3             1             0.34     3            2.0        2WHSPJ053628.9-334301   "4FGL J0536.4-3343" 84.1146       -33.7231       0.018                6837.5474               2.266221E-14     2.0003206E-15    1.7624635           0.06102593              238.2226001055598    -29.401605194144565  
  2BIGBJ053626.9-254748   84.11204   -25.79672   0.204817         0.036341             1.97183      0.139248          3.33825E-10              7.19697E-11                  72.8574    0536.5-2548        2885.7612           --               4            15.9           -12.8             1             ""       --           0.06       2WHSPJ053626.8-254748   "4FGL J0536.5-2548" 84.1267       -25.8012       0.0457               2885.7612               2.0295424E-14    4.0832816E-15    1.9409232           0.134801                229.60556576502708   -27.127287191617196  
  2BIGBJ053749.0-571830   84.454     -57.30836   0.697788         0.0687283            2.01169      0.0801723         7.16911E-10              8.10863E-11                  243.541    0537.7-5717        2260.2708           5BZBJ0537-5718   0            15.1           -11.7             1             1.18     2            0.79       --                      "4FGL J0537.7-5717" 84.4251       -57.2909       0.0444               2260.2708               7.656365E-14     8.375022E-15     2.032491            0.08102082              265.5704865624091    -32.3796423369321    
  2BIGBJ053810.4-390842   84.54317   -39.14514   0.144142         0.0248388            1.89831      0.125242          3.1904E-10               6.63573E-11                  82.7627    0538.2-3910        3483.0093           5BZUJ0538-3908   0            17.7           -11.8             1             0.27     4            0.63       2WHSPJ053810.3-390842   "4FGL J0538.2-3910" 84.5746       -39.1696       0.0543               3483.0093               1.6619879E-14    3.0385683E-15    1.9137399           0.12504834              244.40497444987113   -30.316091748889523  
  2BIGBJ054030.0+582338   85.12504   58.394      0.428909         0.0359488            1.8648       0.0649136         1.01669E-9               1.13415E-10                  436.481    0540.5+5823        3667.2515           5BZBJ0540+5823   0            16.3           -11.2             1             ""       --           2.51       2WHSPJ054029.9+582338   "4FGL J0540.5+5823" 85.1481       58.3879        0.019                3667.2515               4.9741596E-14    4.3501956E-15    1.9411583           0.0641632               153.93159397596088   14.257153839045339   
  2BIGBJ054106.9-485410   85.27883   -48.90286   0.108299         0.0210886            1.93371      0.146434          2.61119E-10              6.44124E-11                  58.6603    0541.1-4854        3583.5515           --               0            16.6           -12.5             1             0.6      5            0.13       --                      "4FGL J0541.1-4854" 85.2785       -48.9105       0.0606               3583.5515               1.3715454E-14    2.734223E-15     1.9732945           0.1485708               255.7263383035222    -31.354562087178135  
  2BIGBJ054357.0-553207   85.98837   -55.53542   2.90946          0.113357             1.76486      0.0281192         2.80117E-9               1.1652E-10                   2909.43    0543.9-5531        2301.7124           5BZBJ0543-5532   0            16.9           -11.1             1             0.273    1            3.16       2WHSPJ054357.1-553207   "4FGL J0543.9-5531" 85.9814       -55.5327       0.014                2301.7124               2.6192864E-13    1.306629E-14     1.7520483           0.032012366             263.5150144831119    -31.474189160543855  
  2BIGBJ054656.8-220457   86.73654   -22.08258   0.028338         0.00820027           1.95165      0.216398          1.85431E-10              6.77498E-11                  29.1395    0546.9-2206        5926.719            5BZBJ0546-2204   1            16.0           -12.5             2             0.28     1            0.13       2WHSPJ054656.6-220456   "4FGL J0546.9-2206" 86.7266       -22.1124       0.0638               5926.719                3.2815924E-15    9.701063E-16     1.847505            0.18599002              226.6465261578753    -23.605855098065607  
  2BIGBJ054906.9+325803   87.27862   32.96769    0.0728636        0.0146458            1.83145      0.135376          3.89246E-10              1.12705E-10                  58.8828    0549.0+3258        5802.5537           --               0            15.0           -11.9             3             0.25     5            0.5        --                      "4FGL J0549.0+3258c" 87.2698       32.9686        0.0386               5802.5537               9.316933E-15     1.8111271E-15    1.934393            0.12975815              176.93642207513344   2.7268224385193145   
  2BIGBJ055040.6-321616   87.66904   -32.27122   0.231312         0.0298066            1.82654      0.0957573         4.79381E-10              7.6019E-11                   183.688    0550.5-3216        3467.021            5BZGJ0550-3216   0            18.1           -10.7             1             0.069    1            7.94       2WHSPJ055040.5-321615   "4FGL J0550.5-3216" 87.6252       -32.2771       0.0394               3467.021                2.621161E-14     3.6158316E-15    1.8867774           0.10136077              237.56537967790308   -26.14482861245013   
  2BIGBJ055026.6-435703   87.61075   -43.95089   0.0843722        0.0134509            1.81257      0.11843           3.12393E-10              6.49369E-11                  112.607    0550.5-4356        4802.6084           --               0            15.0           -12.5             2             0.4      5            0.13       --                      "4FGL J0550.5-4356" 87.6293       -43.948        0.0419               4802.6084               9.5276095E-15    1.7092881E-15    1.855447            0.12982242              250.34728878696785   -29.01187774825212   
  2BIGBJ055333.1-203418   88.388     -20.57192   1.19357          0.0845287            2.02175      0.0598093         1.42278E-9               1.14304E-10                  542.906    0553.5-2034        2426.2556           5BZBJ0553-2034   0            15.3           -11.8             1             0.38     3            0.63       --                      "4FGL J0553.5-2034" 88.3909       -20.5777       0.027                2426.2556               1.009478E-13     9.216427E-15     1.9634905           0.063738324             225.73705609443547   -21.61998001837193   
  2BIGBJ055716.8-061706   89.32012   -6.28519    0.0608792        0.0122633            2.14328      0.169898          6.2409E-10               1.79165E-10                  53.3895    0557.3-0615        6378.2466           --               0            17.8           -11.4             1             0.29     5            1.58       2WHSPJ055716.7-061706   "4FGL J0557.3-0615" 89.3437       -6.2654        0.0387               6378.2466               7.0387925E-15    1.4607919E-15    1.8725708           0.1482662               212.41749364680223   -14.893643762252752  
  2BIGBJ055806.4-383831   89.52675   -38.64211   0.588989         0.0442084            1.85009      0.0579648         1.05513E-9               9.27267E-11                  561.118    0558.0-3837        3173.3657           5BZBJ0558-3838   0            16.6           -11.2             1             0.302    1            2.51       2WHSPJ055806.4-383830   "4FGL J0558.0-3837" 89.5233       -38.6317       0.0246               3173.3657               6.2990235E-14    5.367768E-15     1.8796622           0.062358506             244.86240902082776   -26.426091089251713  
  2BIGBJ055941.0+304228   89.92079   30.70789    0.0221965        0.00542437           1.58051      0.138895          1.90393E-10              6.41357E-11                  49.6068    0559.6+3044        9294.804            --               0            15.4           -12.2             1             0.3      5            0.25       --                      "4FGL J0559.6+3044" 89.9039       30.7471        0.0471               9294.804                3.1988028E-15    7.174522E-16     1.6880567           0.12614208              180.02375601364054   3.5270414861061847   
  2BIGBJ055959.3+640958   89.99717   64.16628    0.173693         0.0342764            1.98468      0.142993          2.84539E-10              7.17177E-11                  59.2467    0559.9+6409        2879.3408           --               0            16.9           -11.9             1             0.32     5            0.5        2WHSPJ055959.2+640957   "4FGL J0559.9+6409" 89.999        64.1561        0.0543               2879.3408               2.3383144E-14    4.1632084E-15    2.0422184           0.12303948              149.6154991789874    18.90992426035839    
  2BIGBJ060015.0+124343   90.0625    12.72867    0.0388738        0.00584224           1.53124      0.0950983         4.19277E-10              8.86479E-11                  152.474    0600.3+1244        11246.821           --               0            16.0           -11.5             2             0.12     5            1.26       --                      "4FGL J0600.3+1244" 90.0816       12.7444        0.0298               11246.821               4.1741568E-15    6.789247E-16     1.5325202           0.0908804               195.72270628504813   -5.268107947103155   
  2BIGBJ060200.4+531600   90.50183   53.26669    0.696739         0.0480917            1.98351      0.0584509         1.33587E-9               1.14208E-10                  539.382    0602.0+5315        3118.418            --               0            16.3           -11.3             1             0.052    1            2.0        2WHSPJ060200.4+531600   "4FGL J0602.0+5315" 90.5148       53.2657        0.0231               3118.418                8.222427E-14     5.994184E-15     1.9360819           0.052405328             160.06293071776625   14.567486307593176   
  2BIGBJ060251.3-401845   90.71371   -40.31258   2.54795          0.138351             1.92088      0.0428755         2.04161E-9               1.21819E-10                  1195.72    0602.8-4019        2031.7277           --               0            15.1           -11.5             1             ""       --           1.26       --                      "4FGL J0602.8-4019" 90.7166       -40.3293       0.0206               2031.7277               2.5454178E-13    1.5960367E-14    1.92894             0.044790458             246.92192790766316   -25.962796729828852  
  2BIGBJ060408.1-481725   91.03587   -48.29033   0.0986325        0.0142149            1.74719      0.105922          3.6865E-10               7.21215E-11                  165.055    0604.1-4816        5014.9365           5BZBJ0604-4817   0            16.5           -11.5             1             0.23     4            1.26       2WHSPJ060408.5-481725   "4FGL J0604.1-4816" 91.0477       -48.2797       0.0322               5014.9365               1.2605305E-14    1.8181007E-15    1.7852399           0.09737967              255.6930528584352    -27.499236415871888  
  2BIGBJ060635.7-472954   91.64892   -47.49856   0.431806         0.0578421            1.9763       0.104445          5.19951E-10              8.29102E-11                  136.73     0606.5-4730        2471.7761           --               0            15.0           -11.6             1             0.037    1            1.0        --                      "4FGL J0606.5-4730" 91.6416       -47.5038       0.0469               2471.7761               5.337029E-14     7.168836E-15     2.006362            0.095150396             254.91025435466025   -26.941301910053326  
  2BIGBJ060714.4-251859   91.80992   -25.31653   0.179062         0.034965             1.87086      0.134048          2.8022E-10               6.5384E-11                   69.8225    0607.2-2518        2929.1768           5BZBJ0607-2518   0            17.5           -12.0             1             0.275    1            0.4        2WHSPJ060714.2-251859   "4FGL J0607.2-2518" 91.818        -25.3133       0.0496               2929.1768               1.807536E-14     3.8535857E-15    1.8887305           0.13356048              231.70574705460726   -20.43707996107745   
  2BIGBJ060915.1-024754   92.31275   -2.79847    0.694288         0.059664             1.84737      0.0617306         1.39349E-9               1.48267E-10                  408.132    0609.2-0247        3378.192            5BZBJ0609-0247   0            15.4           -11.4             1             0.23     5            1.58       --                      "4FGL J0609.2-0247" 92.3114       -2.7954        0.0223               3378.192                7.484738E-14     7.0017133E-15    1.8606355           0.061734486             210.6044181987952    -10.659347845826263  
  2BIGBJ061106.6+432357   92.77746   43.39925    0.204544         0.0243558            1.86754      0.0874839         6.06136E-10              9.10702E-11                  171.945    0611.1+4325        4127.752            --               0            16.0           -12.5             2             0.28     5            0.13       --                      "4FGL J0611.1+4325" 92.7984       43.4261        0.0315               4127.752                2.6906611E-14    3.1743394E-15    1.8731525           0.08178484              169.8291848181018    11.542524739840191   
  2BIGBJ061702.8+434033   94.26146   43.67606    0.00586317       0.00200933           1.64333      0.232875          8.79087E-11              4.54454E-11                  21.0901    0616.9+4340        12380.491           --               0            15.0           -12.1             3             0.26     5            0.32       --                      "4FGL J0616.9+4340" 94.2405       43.6815        0.0455               12380.491               8.4749553E-16    2.685619E-16     1.5970981           0.19308269              170.0587932368461    12.630407560285555   
  2BIGBJ061740.9-171557   94.4205    -17.26597   1.529            0.112473             1.89617      0.0548426         1.59101E-9               1.33662E-10                  596.102    0617.7-1715        2341.5237           --               0            15.3           -11.7             1             ""       --           0.79       --                      "4FGL J0617.7-1715" 94.4251       -17.2537       0.0262               2341.5237               1.5567304E-13    1.265912E-14     1.9270293           0.05533971              224.901274611329     -15.073916608115827  
  2BIGBJ062040.0+264331   95.16687   26.72553    0.013853         0.00282347           1.37785      0.125517          1.88458E-10              5.57099E-11                  102.553    0620.7+2643        15250.449           --               0            16.9           -11.5             1             0.14     5            1.26       2WHSPJ062040.0+264331   "4FGL J0620.7+2643" 95.1766       26.7291        0.033                15250.449               1.6552168E-15    3.2854862E-16    1.5357414           0.111549616             185.7389367451966    5.661902595632563    
  2BIGBJ062046.1-503350   95.19221   -50.56414   0.0143435        0.00516104           2.14373      0.2533            2.50386E-10              7.68116E-11                  40.469     0620.7-5034        8173.113            --               1            15.0           -12.5             1             0.25     5            0.13       --                      "4FGL J0620.7-5034" 95.1902       -50.574        0.063                8173.113                1.4010741E-15    4.5623307E-16    1.759769            0.23990616              258.79202372149035   -25.31531701131379   
  2BIGBJ062149.7-341149   95.45704   -34.19706   0.0739544        0.0216214            2.09205      0.230358          2.50636E-10              9.94154E-11                  22.5365    0621.7-3411        3913.1833           5BZBJ0621-3411   0            17.7           -11.4             1             0.529    1            1.58       2WHSPJ062149.6-341148   "4FGL J0621.7-3411" 95.4325       -34.1977       0.0705               3913.1833               8.572225E-15     2.3905497E-15    2.0233634           0.18121025              241.7695165471518    -20.555917512030955  
  2BIGBJ062337.9-525756   95.90779   -52.96556   0.403332         0.110968             1.92866      0.172415          2.58062E-10              7.73708E-11                  44.509     0623.9-5259        1805.5702           5BZBJ0623-5257   2            16.0           -12.4             1             0.29     4            0.16       2WHSPJ062337.7-525756   "4FGL J0623.9-5259" 95.9824       -52.9954       0.1426               1805.5702               6.327577E-14     1.1836076E-14    2.1804001           0.14057943              261.4927761085393    -25.396344350090267  
  2BIGBJ062626.3-171046   96.6095    -17.17961   0.36717          0.111191             1.96911      0.19562           3.03227E-10              1.06925E-10                  32.7747    0626.4-1712        2045.298            --               0            16.6           -11.8             1             0.7      3            0.63       2WHSPJ062626.2-171045   "4FGL J0626.4-1712" 96.6175       -17.2017       0.0534               2045.298                5.728942E-14     1.2180835E-14    2.28125             0.18829413              225.7135474780168    -13.135227303293213  
  2BIGBJ062636.7-425806   96.65296   -42.96833   0.1538           0.0212101            1.84701      0.0990155         4.30212E-10              7.2469E-11                   134.18     0626.4-4259        4043.8909           --               0            15.5           -12.2             1             0.27     5            0.25       2WHSPJ062636.7-425805   "4FGL J0626.4-4259" 96.6095       -42.9835       0.0478               4043.8909               1.5452427E-14    2.5686147E-15    1.8482614           0.11239376              251.03927787312904   -22.408162457034983  
  2BIGBJ063059.5-240646   97.748     -24.11281   13.668           0.336416             1.84768      0.0189571         7.9264E-9                1.99009E-10                  7739.2     0630.9-2406        1725.0721           5BZBJ0630-2406   0            15.1           -11.2             1             1.239    3            2.51       2WHSPJ063059.5-240646   "4FGL J0630.9-2406" 97.7414       -24.111        0.0118               1725.0721               1.2179974E-12    3.6487167E-14    1.8235176           0.020084672             232.6878022025028    -14.990494184556697  
  2BIGBJ063359.1+584035   98.49879   58.67661    0.0318588        0.00865113           2.00293      0.203442          1.71268E-10              6.04749E-11                  28.0875    0633.9+5840        5175.85             --               0            15.0           -12.4             3             0.29     5            0.16       --                      "4FGL J0633.9+5840" 98.479        58.6801        0.0794               5175.85                 3.689398E-15     1.0709984E-15    1.900615            0.19506957              156.59652508977135   20.753188215258252   
  2BIGBJ064007.2-125315   100.02992  -12.8875    0.047675         0.00610207           1.61542      0.0862268         5.81006E-10              1.03877E-10                  206.854    0640.0-1253        11216.597           --               0            17.1           -10.9             1             0.11     5            5.01       2WHSPJ064007.0-125314   "4FGL J0640.0-1253" 100.0213      -12.896        0.0295               11216.597               4.909657E-15     7.154503E-16     1.6376878           0.0944254               223.21032748253546   -8.310010681811663   
  2BIGBJ064050.3+243319   100.20975  24.55533    0.0317414        0.00835406           1.77485      0.161369          1.96297E-10              6.71468E-11                  32.3531    0640.8+2432        6554.286            --               0            16.4           -12.1             1             0.27     5            0.32       --                      "4FGL J0640.8+2432" 100.2165      24.5421        0.065                6554.286                4.136562E-15     1.0602648E-15    1.7637436           0.14845335              189.75289324859756   8.74695601294479     
  2BIGBJ064435.1+603851   101.14879  60.64753    0.361606         0.0456262            1.98873      0.0982671         5.07797E-10              7.9721E-11                   159.807    0644.6+6039        2660.6672           --               0            15.5           -12.3             1             0.33     5            0.2        --                      "4FGL J0644.6+6039" 101.1623      60.6562        0.054                2660.6672               4.662915E-14     5.6161092E-15    2.060559            0.09142253              154.98780206601091   22.60783207255413    
  2BIGBJ064443.7-285116   101.18225  -28.85458   0.124333         0.0187481            1.89992      0.111863          4.7307E-10               8.81847E-11                  99.426     0644.6-2853        4628.9546           --               0            16.1           -11.9             1             0.35     4            0.5        2WHSPJ064443.6-285115   "4FGL J0644.6-2853" 101.1743      -28.8868       0.047                4628.9546               1.1727566E-14    2.1804538E-15    1.8565465           0.118664615             238.44416622847137   -14.055840410940185  
  2BIGBJ064710.0-513547   101.79183  -51.59661   0.0595031        0.0118034            1.67075      0.131992          2.19019E-10              5.63269E-11                  80.9734    0647.0-5138        5189.1685           --               0            17.9           -11.2             1             0.22     5            2.51       2WHSPJ064710.0-513547   "4FGL J0647.0-5138" 101.7727      -51.6375       0.0463               5189.1685               7.51328E-15      1.4791799E-15    1.8321303           0.13858107              261.0300773744615    -21.569902113535253  
  2BIGBJ064814.0+160656   102.05821  16.11569    0.0404474        0.0114951            1.79945      0.194054          2.28255E-10              9.75329E-11                  34.3647    0648.1+1605        6116.6226           --               0            16.9           -11.8             1             0.35     5            0.63       --                      "4FGL J0648.1+1605" 102.0403      16.0928        0.0456               6116.6226               5.465216E-15     1.3313385E-15    1.8398992           0.14960878              198.1674367575817    6.581368816506863    
  2BIGBJ064847.6+151624   102.19854  15.27356    0.487549         0.029285             1.66357      0.0416531         1.79276E-9               1.32474E-10                  1135.49    0648.7+1516        5206.4478           5BZBJ0648+1516   0            16.6           -11.1             1             0.179    1            3.16       2WHSPJ064847.5+151623   "4FGL J0648.7+1516" 102.1905      15.2808        0.0153               5206.4478               5.9665706E-14    3.5836317E-15    1.6969832           0.038849343             198.9869389234172    6.327718716291763    
  2BIGBJ064933.6-313920   102.39     -31.65564   0.0977395        0.0118021            1.64654      0.0811185         5.16653E-10              8.04564E-11                  233.428    0649.5-3139        6550.61             --               0            16.8           -11.4             1             ""       --           1.58       2WHSPJ064933.5-313920   "4FGL J0649.5-3139" 102.3945      -31.6573       0.0234               6550.61                 1.3162453E-14    1.5479614E-15    1.696572            0.07811275              241.52223222093224   -14.212187910741044  
  2BIGBJ065010.3-514421   102.54304  -51.73942   0.042042         0.00743978           1.78101      0.127569          2.73999E-10              6.25448E-11                  91.5336    0650.2-5144        6719.3823           --               0            15.0           -12.0             3             0.31     5            0.4        --                      "4FGL J0650.2-5144" 102.5706      -51.7462       0.0373               6719.3823               4.1368246E-15    8.822122E-16     1.758038            0.14517649              261.32402506429816   -21.166747508893852  
  2BIGBJ065035.3+205555   102.64721  20.93219    0.171824         0.0189956            1.68028      0.0751027         6.49327E-10              9.19004E-11                  287.464    0650.6+2055        5243.5503           --               0            16.7           -11.7             1             0.3      5            0.79       --                      "4FGL J0650.6+2055" 102.658       20.9266        0.03                 5243.5503               1.9565545E-14    2.2694098E-15    1.7403374           0.074911736             194.0451706021087    9.196820448365314    
  2BIGBJ065046.5+250259   102.69367  25.04986    7.9215           0.217504             1.72156      0.0188679         6.25702E-9               1.75243E-10                  6426.86    0650.7+2503        2063.2288           5BZBJ0650+2502   0            16.7           -10.7             1             0.203    2            7.94       2WHSPJ065046.3+250258   "4FGL J0650.7+2503" 102.6986      25.0548        0.0117               2063.2288               6.5830447E-13    2.3362788E-14    1.736518            0.022302657             190.2824646266954    10.995582960665725   
  2BIGBJ065105.0+401338   102.77254  40.22725    1.39091          0.118852             2.11141      0.074808          1.0869E-9                1.06785E-10                  312.409    0651.0+4013        1932.6355           --               1            15.2           -11.8             1             0.18     5            0.63       2WHSPJ065105.3+401337   "4FGL J0651.0+4013" 102.7724      40.232         0.0346               1932.6355               1.4486933E-13    1.36104795E-14   2.0929277           0.069333576             175.9332769317225    17.06478268965375    
  2BIGBJ065200.6-480859   103.00237  -48.14981   0.195138         0.0397438            1.98929      0.154933          2.97057E-10              7.65992E-11                  57.123     0652.1-4813        2770.2844           --               0            16.1           -12.0             1             0.4      5            0.4        2WHSPJ065200.4-480858   "4FGL J0652.1-4813" 103.0402      -48.2211       0.1088               2770.2844               1.8822471E-14    4.4888206E-15    2.078512            0.18160245              257.782118833239     -19.765893194973003  
  2BIGBJ065610.7+423702   104.04442  42.61744    0.077043         0.0133588            2.02733      0.133057          5.28123E-10              1.3213E-10                   90.0061    0656.3+4235        5740.3965           5BZGJ0656+4237   0            15.8           -11.8             1             0.059    1            0.63       --                      "4FGL J0656.3+4235" 104.0918      42.5936        0.0468               5740.3965               6.7243383E-15    1.4921245E-15    1.9371257           0.15031822              173.93726048875988   18.80149602131403    
  2BIGBJ065635.6+421524   104.14821  42.25686    0.0924172        0.0248575            1.89215      0.175871          2.30203E-10              8.40833E-11                  40.5488    0656.5+4218        3717.5356           --               0            16.5           -12.1             2             0.45     5            0.32       --                      "4FGL J0656.5+4218" 104.1469      42.3139        0.0645               3717.5356               1.2953331E-14    3.1184287E-15    2.0205114           0.15572783              174.3228259895664    18.75025555973411    
  2BIGBJ065845.0+063711   104.68758  6.61986     0.232337         0.0502188            1.7047       0.115189          3.53144E-10              8.70138E-11                  80.6126    0658.6+0636        3031.0266           --               0            15.5           -12.1             1             0.23     5            0.32       --                      "4FGL J0658.6+0636" 104.6599      6.611          0.0534               3031.0266               3.4770326E-14    6.160669E-15     2.163592            0.14268701              207.85812245862635   4.632748698340847    
  2BIGBJ065932.9-674350   104.88717  -67.73058   0.0165541        0.004303             1.59947      0.162703          1.28845E-10              4.74853E-11                  54.0407    0659.6-6742        8608.328            --               0            17.4           -12.0             1             0.43     5            0.4        2WHSPJ065932.8-674350   "4FGL J0659.6-6742" 104.9243      -67.7123       0.046                8608.328                1.7034942E-15    4.983265E-16     1.7048302           0.18362872              278.3976264944429    -24.207310833261953  
  2BIGBJ070014.3+130424   105.05963  13.07344    0.472717         0.0597505            1.92453      0.0926666         7.23292E-10              1.10133E-10                  157.429    0700.2+1304        2841.6318           --               0            15.1           -11.9             1             0.21     5            0.5        --                      "4FGL J0700.2+1304" 105.075       13.0674        0.0339               2841.6318               6.228472E-14     7.199333E-15     1.9993795           0.090131015             202.21233344557217   7.841021055374168    
