# 2BIGB_name(J2000)       R.A.(deg)  Dec(deg)    N0(E-13)_2BIGB   N0_err(E-13)_2BIGB   Gamma_2BIGB  Gamma_err_2BIGB   Flux(0.5-500GeV)_2BIGB   Flux_err(0.5-500GeV)_2BIGB   TS_2BIGB   4FGLv20_name       PivotEnergy_2BIGB   5BZCat           sflag_3HSP  log(nu)_3HSP[Hz] log(nufnu)_3HSP[erg/sm2/s]   nuflag_3HSP   z_3HSP   zflag_3HSP   FOM_3HSP   WHSPnames               4FGL_Name_v20       R.A.4FGL_v20     Dec_4FGL_v20    sqrt(TS)_4FGL_v20   Pivot_Energy_4FGL_v20   N0_4FGL_v20      N0_err_4FGL_20   PL_Index_4FGL_v20   PL_Index_err_4FGL_v20   GAL_LONG             GAL_LAT              
  2BIGBJ125015.5+315559   192.56471  31.93317    0.0195687        0.00782564           1.51408      0.208731          6.03926E-11              2.77488E-11                  19.1973    xxxxxxxxxxx        5000.0              5BZBJ1250+3155   0            16.4           -12.1             1             0.6      3            0.32       2WHSPJ125015.4+315559   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      125.9155539652584    85.18824884109388    
  2BIGBJ123402.4+281502   188.50987  28.25056    0.0664934        0.0294725            1.82617      0.289751          1.05777E-10              5.8653E-11                   13.8688    xxxxxxxxxxx        3000.0              --               1            16.4           -12.3             1             0.424    1            0.2        2WHSPJ123402.2+281502   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      195.68263725011298   85.98862124407998    
  2BIGBJ092252.0+755403   140.71671  75.90089    0.0359342        0.015583             1.71419      0.235216          5.38909E-11              2.62955E-11                  13.7345    xxxxxxxxxxx        3000.0              --               0            16.4           -12.4             1             0.4      5            0.16       2WHSPJ092252.0+755402   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      136.53187257401711   35.120474593415125   
  2BIGBJ090809.1-072709   137.03808  -7.4525     0.06248          0.02829              1.75082      0.236238          9.53325E-11              4.95608E-11                  14.3659    xxxxxxxxxxx        3000.0              --               0            16.4           -12.5             1             0.22     5            0.13       2WHSPJ090809.1-072708   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      237.17682062160512   25.887537063178897   
  2BIGBJ085920.6+004712   134.83567  0.78669     0.040569         0.0130041            2.08713      0.269742          2.28025E-10              1.04742E-10                  21.2145    xxxxxxxxxxx        5000.0              5BZBJ0859+0047   0            16.4           -11.9             1             0.57     2            0.5        2WHSPJ085920.5+004712   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      228.05539584779217   28.523835417487323   
  2BIGBJ084310.0+503410   130.79254  50.56953    0.00366504       0.0019212            1.29983      0.291573          2.62301E-11              1.70595E-11                  19.5244    xxxxxxxxxxx        10000.0             --               0            16.4           -12.3             1             0.439    1            0.2        2WHSPJ084310.2+503409   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      168.41523893103158   38.09695722500499    
  2BIGBJ063015.1-201236   97.56275   -20.21011   0.0379213        0.0247986            1.71319      0.343162          1.36385E-10              1.27495E-10                  20.5249    xxxxxxxxxxx        5000.0              --               0            16.4           -11.8             1             0.22     5            0.63       2WHSPJ063014.9-201236   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      228.93274789032205   -13.56956274704756   
  2BIGBJ060433.8-403754   91.14083   -40.63186   0.0271278        0.0110549            1.92942      0.282136          1.23891E-10              7.23724E-11                  12.0353    xxxxxxxxxxx        5000.0              --               0            16.4           -12.2             1             0.28     5            0.25       2WHSPJ060433.7-403754   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      247.35641988014598   -25.72911429257493   
  2BIGBJ050240.7-120429   75.66971   -12.07486   0.02472          0.0105441            1.92101      0.266929          1.11729E-10              5.98055E-11                  9.58291    xxxxxxxxxxx        5000.0              --               1            16.4           -12.4             1             0.45     5            0.16       2WHSPJ050240.6-120428   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      211.77466962984565   -29.54189746663979   
  2BIGBJ021515.2-161738   33.8135    -16.29394   0.0063176        0.00283451           1.71214      0.324443          7.43721E-11              5.61652E-11                  15.8607    xxxxxxxxxxx        10000.0             --               0            16.4           -12.1             1             0.283    1            0.32       2WHSPJ021515.1-161738   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      188.0742494131314    -67.77140758328505   
  2BIGBJ021409.8-473235   33.54092   -47.54311   0.0288109        0.00873325           1.94972      0.231874          1.34957E-10              5.32873E-11                  21.5078    xxxxxxxxxxx        5000.0              --               0            16.4           -12.3             1             0.28     5            0.2        2WHSPJ021409.7-473235   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      270.04148516247596   -63.95856867907171   
  2BIGBJ011232.8-320141   18.1365    -32.02828   0.0782161        0.024794             1.93541      0.204864          1.339E-10                4.96466E-11                  19.4994    xxxxxxxxxxx        3000.0              5BZBJ0112-3201   0            16.4           -12.3             1             0.48     4            0.2        2WHSPJ011232.6-320141   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      261.0825751819585    -83.28856625790296   
  2BIGBJ233252.2-052142   353.21746  -5.36183    0.0227775        0.00912684           1.73608      0.244147          8.37584E-11              4.15375E-11                  13.7508    xxxxxxxxxxx        5000.0              --               1            16.5           -12.4             2             0.4      5            0.16       2WHSPJ233252.0-052142   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      78.7532305730862     -61.299569070560125  
  2BIGBJ225613.3-330338   344.05546  -33.06064   0.159988         0.0442074            1.9911       0.178758          2.85779E-10              1.02846E-10                  51.6026    xxxxxxxxxxx        3000.0              5BZBJ2256-3303   0            16.5           -12.0             1             0.243    1            0.4        2WHSPJ225613.3-330338   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      12.47412431010439    -64.46967530373604   
  2BIGBJ203117.6+002745   307.82338  0.46253     2.13272          0.643837             3.11632      0.467463          4.3774E-10               1.42012E-10                  12.4276    xxxxxxxxxxx        1000.0              --               1            16.5           -12.7             2             0.48     5            0.08       --                      ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      45.35049655271899    -21.834306345582046  
  2BIGBJ184120.0+590608   280.33462  59.10225    0.162465         0.0598743            2.58637      0.324825          5.27655E-10              3.20021E-10                  13.4152    xxxxxxxxxxx        3000.0              5BZBJ1841+5906   0            16.5           -12.5             1             0.53     1            0.13       2WHSPJ184120.2+590607   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      88.67893767152255    24.293171817323866   
  2BIGBJ173842.5+382102   264.67696  38.35072    0.00551046       0.00262476           1.59053      0.318314          5.38134E-11              4.13026E-11                  17.7363    xxxxxxxxxxx        10000.0             --               0            16.5           -12.1             2             0.31     5            0.32       2WHSPJ173842.4+382102   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      63.531677729316606   30.047559500472232   
  2BIGBJ165517.9-224045   253.82479  -22.67931   0.0786004        0.0249615            2.35017      0.310331          6.52313E-10              2.22908E-10                  27.891     xxxxxxxxxxx        5000.0              --               0            16.5           -11.8             2             0.4      4            0.63       2WHSPJ165517.8-224045   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      358.7755159817076    12.869536887849625   
  2BIGBJ163124.7+421702   247.85296  42.284      0.0437033        0.0211336            1.92642      0.284515          7.43277E-11              4.43586E-11                  10.0746    xxxxxxxxxxx        3000.0              5BZBJ1631+4217   0            16.5           -12.2             1             0.47     1            0.25       2WHSPJ163124.7+421702   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      66.70571922410086    43.197081908106824   
  2BIGBJ161204.9-043815   243.02029  -4.63761    0.119599         0.0422157            2.40207      0.340646          3.15808E-10              1.52116E-10                  10.6586    xxxxxxxxxxx        3000.0              5BZBJ1612-0438   0            16.5           -12.1             2             0.7      3            0.32       2WHSPJ161204.8-043815   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      7.549328149444571    32.10166056428938    
  2BIGBJ154902.0+482158   237.25837  48.36611    0.00770144       0.00228797           1.75275      0.209024          9.70445E-11              3.87965E-11                  30.7609    xxxxxxxxxxx        10000.0             --               0            16.5           -12.6             2             0.63     4            0.1        2WHSPJ154901.9+482157   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      76.9228671618491     49.752981218349525   
  2BIGBJ142904.1+120410   217.26917  12.0695     0.08761          0.0298579            2.34497      0.325568          2.17686E-10              8.31435E-11                  13.8247    xxxxxxxxxxx        3000.0              5BZBJ1429+1204   0            16.5           -12.2             2             0.7      3            0.25       2WHSPJ142904.6+120409   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      4.3738409449218105   62.60627741233568    
  2BIGBJ125639.4+060907   194.16396  6.15217     0.0255022        0.0106381            1.59179      0.223129          8.27725E-11              4.23081E-11                  21.1961    xxxxxxxxxxx        5000.0              5BZBJ1256+0609   3            16.5           -12.5             1             0.423    1            0.13       2WHSPJ125639.3+060906   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      306.55100518406783   68.9872446252636     
  2BIGBJ121618.4+205957   184.07646  20.99917    0.00434324       0.00242874           1.43781      0.334839          3.50373E-11              2.74348E-11                  11.3718    xxxxxxxxxxx        10000.0             --               1            16.5           -12.3             2             0.607    1            0.2        2WHSPJ121618.2+205957   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      248.45735601518467   79.91226903681796    
  2BIGBJ115803.7-033337   179.51562  -3.56044    0.0142329        0.00934408           1.44485      0.312478          4.24966E-11              3.11795E-11                  9.46831    xxxxxxxxxxx        5000.0              --               1            16.5           -12.5             2             0.37     5            0.13       2WHSPJ115803.7-033337   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      278.11287698305455   56.717178150369435   
  2BIGBJ105437.9+202740   163.65779  20.46119    1.11908          0.453288             2.451        0.323318          2.11028E-10              8.55727E-11                  13.1722    xxxxxxxxxxx        1000.0              --               1            16.5           -12.4             1             0.225    1            0.16       2WHSPJ105437.8+202739   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      220.6320443538162    62.53132499415087    
  2BIGBJ045107.1-232533   72.78125   -23.42608   0.0823876        0.0374893            2.5666       0.445507          2.61517E-10              1.15642E-10                  10.1855    xxxxxxxxxxx        3000.0              --               0            16.5           -12.1             1             0.36     5            0.32       2WHSPJ045107.5-232532   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      223.22058256429662   -36.1970112060877    
  2BIGBJ021552.3-402343   33.968     -40.39542   0.0695408        0.0229459            2.28041      0.342561          1.61655E-10              6.85215E-11                  14.9368    xxxxxxxxxxx        3000.0              --               0            16.5           -12.3             1             0.24     4            0.2        2WHSPJ021552.3-402343   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      255.5980259041495    -68.09899984137384   
  2BIGBJ013312.1-351916   23.30054   -35.32128   0.0240614        0.00883408           2.24418      0.288879          1.69739E-10              6.95885E-11                  15.9773    xxxxxxxxxxx        5000.0              --               0            16.5           -12.4             2             0.174    1            0.16       2WHSPJ013312.1-351915   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      258.08729582961325   -77.89629714397351   
  2BIGBJ192519.1+370535   291.32946  37.09322    0.0562628        0.0135166            2.04149      0.188942          2.97092E-10              9.88991E-11                  31.2166    xxxxxxxxxxx        5000.0              --               0            16.6           -11.8             1             0.26     5            0.63       --                      ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      69.73761219158536    9.813837149623282    
  2BIGBJ154625.0-285723   236.60417  -28.95661   0.0434965        0.0135373            2.01642      0.222795          2.22108E-10              9.52854E-11                  18.7102    xxxxxxxxxxx        5000.0              --               0            16.6           -12.2             1             0.4      4            0.25       2WHSPJ154625.0-285723   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      343.0063326742826    19.987275995405845   
  2BIGBJ142422.9+343356   216.09546  34.56575    0.026736         0.00851003           1.6461       0.194028          9.05536E-11              3.63168E-11                  30.0789    xxxxxxxxxxx        5000.0              5BZBJ1424+3433   0            16.6           -12.0             1             0.576    1            0.4        2WHSPJ142422.9+343356   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      59.13793000479033    68.77103173301582    
  2BIGBJ124232.3+763417   190.63475  76.57158    0.0252382        0.00662775           1.78229      0.173961          9.72973E-11              3.39051E-11                  29.3578    xxxxxxxxxxx        5000.0              5BZBJ1242+7634   0            16.6           -12.3             1             0.48     5            0.2        2WHSPJ124232.2+763417   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      123.61165865823028   40.5449240495185     
  2BIGBJ121038.3-252713   182.65971  -25.45383   0.0644439        0.032656             1.81721      0.284117          1.01968E-10              6.29473E-11                  12.292     xxxxxxxxxxx        3000.0              --               1            16.6           -12.2             1             0.47     5            0.25       2WHSPJ121038.2-252712   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      291.45784070380216   36.507245577818914   
  2BIGBJ114352.7+155821   175.96946  15.97275    0.0302482        0.0113991            1.88292      0.289895          1.30566E-10              7.48594E-11                  18.5201    xxxxxxxxxxx        5000.0              --               0            16.6           -12.4             1             0.67     2            0.16       2WHSPJ114352.6+155821   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      244.9355856072109    70.76886332853469    
  2BIGBJ082030.8-031413   125.12846  -3.23717    0.0308367        0.0124121            1.73018      0.270826          1.12739E-10              6.23814E-11                  14.0216    xxxxxxxxxxx        5000.0              --               0            16.6           -12.1             1             0.45     5            0.32       2WHSPJ082030.7-031412   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      226.4882305808979    18.118202106311728   
  2BIGBJ081941.8+053023   124.92433  5.50639     0.764898         0.407471             1.94164      0.261186          1.55842E-10              7.21516E-11                  18.8951    xxxxxxxxxxx        1000.0              --               0            16.6           -12.3             1             0.37     5            0.2        --                      ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      218.20272750759477   22.119595691512885   
  2BIGBJ074419.1-621100   116.08254  -62.18344   0.00659574       0.00276819           1.35706      0.244719          4.92683E-11              2.73014E-11                  24.7913    xxxxxxxxxxx        10000.0             --               0            16.6           -12.1             1             0.38     5            0.32       2WHSPJ074419.7-621059   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      274.40769468180963   -17.956502438124243  
  2BIGBJ062445.1-323055   96.18771   -32.51542   0.0915976        0.028952             1.97067      0.208628          1.61026E-10              6.04925E-11                  19.2016    xxxxxxxxxxx        3000.0              5BZBJ0624-3230   0            16.6           -12.4             1             0.252    1            0.16       2WHSPJ062444.9-323055   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      240.30937862084855   -19.408142701196397  
  2BIGBJ035733.0-680932   59.38733   -68.15911   0.00834498       0.00260223           1.76148      0.232083          1.06737E-10              5.09329E-11                  25.5366    xxxxxxxxxxx        10000.0             --               0            16.6           -12.4             1             0.089    1            0.16       --                      ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      282.0957373466436    -40.62102206206563   
  2BIGBJ033202.3-703948   53.00979   -70.66358   0.0064612        0.00234302           1.43705      0.224242          5.20811E-11              2.64222E-11                  33.8409    xxxxxxxxxxx        10000.0             --               0            16.6           -12.2             1             0.24     5            0.25       2WHSPJ033202.2-703947   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      286.5097771211239    -40.95819983872907   
  2BIGBJ015809.9+251540   29.54142   25.26136    0.0228781        0.0110116            1.52477      0.258952          7.10408E-11              4.16318E-11                  16.9987    xxxxxxxxxxx        5000.0              --               1            16.6           -12.2             1             0.158    1            0.25       2WHSPJ015809.9+251539   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      141.45552914811952   -35.19870812078012   
  2BIGBJ225636.1-554709   344.15021  -55.78603   0.00505098       0.00202216           1.62682      0.275349          5.20064E-11              3.01101E-11                  16.3179    xxxxxxxxxxx        10000.0             --               2            16.7           -12.3             1             0.2      5            0.2        2WHSPJ225635.9-554713   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      330.787332985486     -54.68453010949215   
  2BIGBJ214442.1-181800   326.17538  -18.30011   0.0328897        0.0082629            1.84464      0.189984          1.35786E-10              4.72362E-11                  22.3956    xxxxxxxxxxx        5000.0              --               1            16.7           -12.2             1             0.23     5            0.25       2WHSPJ214442.0-181800   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      34.38662102412709    -46.290081320203456  
  2BIGBJ203024.0-503413   307.60017  -50.57028   0.0546352        9.6913E-4            1.80104      0.012668          2.14893E-10              4.8176E-12                   50.8076    xxxxxxxxxxx        5000.0              --               0            16.7           -12.6             1             0.53     5            0.1        --                      ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      348.46362264962534   -36.06989082487349   
  2BIGBJ162839.0+252756   247.16262  25.46558    0.00558756       0.00252648           1.87593      0.288297          8.77963E-11              5.46418E-11                  10.3326    xxxxxxxxxxx        10000.0             5BZGJ1628+2527   0            16.7           -12.1             1             0.22     1            0.32       2WHSPJ162838.9+252756   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      43.92662389235899    41.675435674802145   
  2BIGBJ161444.0-085120   243.68329  -8.85572    0.015681         0.00476461           1.58646      0.208049          1.52257E-10              7.40973E-11                  33.1621    xxxxxxxxxxx        10000.0             --               0            16.7           -12.3             1             0.5      5            0.2        2WHSPJ161443.9-085120   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      4.101369771925049    29.03295469132376    
  2BIGBJ132531.8+662103   201.38242  66.35083    0.063428         0.0210775            2.04004      0.27193           1.17903E-10              5.41474E-11                  19.9762    xxxxxxxxxxx        3000.0              5BZBJ1325+6621   0            16.7           -12.5             1             0.21     1            0.13       2WHSPJ132531.6+662102   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      117.57791447182217   50.421538668611824   
  2BIGBJ115017.0+101652   177.57088  10.28136    0.0306135        0.0128949            1.76917      0.252977          1.1641E-10               6.7851E-11                   19.2585    xxxxxxxxxxx        5000.0              --               0            16.7           -12.3             1             0.284    1            0.2        2WHSPJ115016.9+101651   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      259.4880114196516    67.83353885516821    
  2BIGBJ104029.0+094753   160.12075  9.79831     0.098192         0.0324199            1.99879      0.260331          1.7647E-10               7.69514E-11                  20.2612    xxxxxxxxxxx        3000.0              5BZBJ1040+0947   0            16.7           -12.2             1             0.304    1            0.25       2WHSPJ104028.9+094753   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      235.95778944871404   54.61593454409662    
  2BIGBJ050643.0-234419   76.67933   -23.73872   1.10591          0.530606             2.32503      0.379423          2.09234E-10              9.70326E-11                  11.8712    xxxxxxxxxxx        1000.0              --               1            16.7           -12.4             1             0.45     4            0.16       2WHSPJ050643.0-234418   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      224.8993303170794    -32.88806560621845   
  2BIGBJ045215.0+210303   73.06375   21.05106    0.0634816        0.032644             1.62079      0.222798          9.2036E-11               5.09328E-11                  13.3503    xxxxxxxxxxx        3000.0              --               0            16.7           -12.2             1             0.31     5            0.25       2WHSPJ045215.3+210302   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      179.67401939739565   -14.414740122468132  
  2BIGBJ031633.7-221612   49.14062   -22.27022   0.059713         0.0227997            1.81744      0.227278          9.4495E-11               4.21632E-11                  17.3385    xxxxxxxxxxx        3000.0              5BZBJ0316-2216   0            16.7           -12.1             1             0.228    1            0.32       2WHSPJ031633.7-221611   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      212.63092773321955   -56.796451325280465  
  2BIGBJ030544.2+403510   46.43396   40.58625    0.0057635        0.00302622           1.51177      0.311506          5.06567E-11              3.98874E-11                  14.5224    xxxxxxxxxxx        10000.0             --               0            16.7           -12.0             1             0.24     5            0.4        2WHSPJ030544.1+403509   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      148.76385128331327   -15.4539087968174    
  2BIGBJ214429.6-563849   326.12321  -56.64694   0.00702          0.00150332           1.70899      0.139249          8.22147E-11              2.51627E-11                  15.6267    xxxxxxxxxxx        10000.0             --               0            16.8           -12.5             1             0.48     5            0.13       --                      ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      337.9410333456304    -45.74463064276858   
  2BIGBJ171108.7+024404   257.78621  2.73467     0.0423916        0.013731             1.94418      0.217568          1.97193E-10              8.19367E-11                  16.1463    xxxxxxxxxxx        5000.0              --               0            16.8           -12.0             1             0.46     5            0.4        2WHSPJ171108.5+024403   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      23.484134722752312   23.483332862234946   
  2BIGBJ122107.8+474228   185.28242  47.70792    0.00994265       0.00621067           1.42024      0.303619          2.94267E-11              2.0401E-11                   12.5357    xxxxxxxxxxx        5000.0              5BZGJ1221+4742   0            16.8           -12.2             1             0.21     1            0.25       2WHSPJ122107.6+474228   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      136.99594037564785   68.58419579532624    
  2BIGBJ113900.8+553035   174.75321  55.50989    0.00499577       0.00195572           1.53373      0.256027          4.51557E-11              2.423E-11                    17.7348    xxxxxxxxxxx        10000.0             --               1            16.8           -12.4             1             0.63     4            0.16       2WHSPJ113900.7+553034   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      142.75755799849117   58.74264971572881    
  2BIGBJ094934.0+480826   147.39146  48.14075    0.00410781       0.00249521           1.85535      0.611486          6.21226E-11              5.48718E-11                  10.2249    xxxxxxxxxxx        10000.0             --               1            16.8           -13.1             1             0.728    1            0.03       2WHSPJ094933.9+480826   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      169.55627592287487   49.12254786365849    
  2BIGBJ052439.8-261554   81.16567   -26.26525   0.0340082        0.0110353            2.02058      0.290038          1.74619E-10              8.88425E-11                  19.7966    xxxxxxxxxxx        5000.0              --               0            16.8           -12.1             1             0.26     4            0.32       2WHSPJ052439.7-261554   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      229.17090439658745   -29.788551864614522  
  2BIGBJ032038.0+112452   50.15846   11.41453    0.0760937        0.0187452            2.09157      0.193344          4.30343E-10              1.48998E-10                  30.7168    xxxxxxxxxxx        5000.0              --               0            16.8           -12.3             1             0.35     5            0.2        2WHSPJ032037.9+112451   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      171.09975471481164   -37.1372697453208    
  2BIGBJ221029.7+362159   332.62367  36.36661    0.107188         0.0343544            2.38824      0.30189           2.78852E-10              1.26988E-10                  14.1678    xxxxxxxxxxx        3000.0              --               0            16.9           -12.0             1             0.37     5            0.4        2WHSPJ221029.5+362159   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      90.16196590732953    -16.064090541281114  
  2BIGBJ212840.0-194152   322.1665   -19.698     0.0601027        0.025086             1.75629      0.226687          9.19584E-11              4.35066E-11                  13.5725    xxxxxxxxxxx        3000.0              --               3            16.9           -12.3             1             0.24     5            0.2        2WHSPJ212839.9-194152   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      30.72842694378632    -43.195459833959866  
  2BIGBJ114535.1-034001   176.39633  -3.66708    0.106212         0.0316307            1.9251       0.223156          1.80467E-10              6.8152E-11                   26.7916    xxxxxxxxxxx        3000.0              5BZGJ1145-0340   0            16.9           -11.9             1             0.167    1            0.5        2WHSPJ114535.1-034000   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      273.10628355235076   55.34478546122899    
  2BIGBJ083015.1-094455   127.56308  -9.74883    0.158509         0.0377597            1.85644      0.156832          2.56965E-10              7.49559E-11                  53.1365    xxxxxxxxxxx        3000.0              --               0            16.9           -11.8             1             0.5      5            0.63       2WHSPJ083015.1-094454   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      233.64235521710037   16.81994022074657    
  2BIGBJ061949.6+573549   94.95654   57.59694    0.0674468        0.0276167            2.05743      0.295898          1.27226E-10              7.07709E-11                  11.721     xxxxxxxxxxx        3000.0              --               0            16.9           -11.9             1             0.45     5            0.5        2WHSPJ061949.4+573548   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      156.9962966661428    18.627402636846504   
  2BIGBJ015700.7-323529   29.25283   -32.59153   0.00422223       0.00216871           1.75709      0.381071          5.35991E-11              4.64197E-11                  10.9007    xxxxxxxxxxx        10000.0             --               0            16.9           -12.2             1             0.33     5            0.25       2WHSPJ015700.6-323529   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      237.92076771388605   -74.7906821917676    
  2BIGBJ221728.4-310620   334.36854  -31.10567   0.00444678       0.00265197           1.39366      0.34121           3.43163E-11              2.79412E-11                  14.3707    xxxxxxxxxxx        10000.0             5BZBJ2217-3106   0            17.0           -11.9             1             0.46     1            0.5        2WHSPJ221728.3-310620   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      16.793698262715047   -56.30567696036824   
  2BIGBJ160740.7+254113   241.91938  25.68708    0.0310315        0.0105351            1.99955      0.275055          1.54974E-10              7.97045E-11                  17.5805    xxxxxxxxxxx        5000.0              5BZBJ1607+2541   1            17.0           -11.7             2             0.534    1            0.79       2WHSPJ160740.0+254113   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      42.643768024583196   46.319144159174996   
  2BIGBJ142421.2+370552   216.08833  37.09803    0.0045648        0.00233446           1.37799      0.287148          3.47224E-11              2.3738E-11                   17.2827    xxxxxxxxxxx        10000.0             5BZGJ1424+3705   3            17.0           -12.3             1             0.29     1            0.2        2WHSPJ142421.1+370552   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      65.71629516539537    68.02632063445071    
  2BIGBJ131440.6-090148   198.66929  -9.03006    0.0496514        0.0129115            1.85284      0.186051          2.06919E-10              7.24812E-11                  34.602     xxxxxxxxxxx        5000.0              --               0            17.0           -12.2             2             0.43     5            0.25       2WHSPJ131440.6-090147   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      312.58585207628965   53.405525165654225   
  2BIGBJ103137.9-260716   157.90787  -26.12128   0.0337906        0.0123235            1.74192      0.229613          1.24979E-10              6.26121E-11                  22.7159    xxxxxxxxxxx        5000.0              --               0            17.0           -12.0             3             0.25     5            0.4        2WHSPJ103137.7-260715   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      267.666545195857     27.01376295690213    
  2BIGBJ085910.3+834500   134.79279  83.75006    0.0119718        0.00494773           1.3926       0.197298          3.51531E-11              1.54543E-11                  21.7928    xxxxxxxxxxx        5000.0              5BZBJ0859+8345   0            17.0           -11.8             3             0.33     1            0.63       2WHSPJ085910.1+834500   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      129.07478215189076   30.299591143895103   
  2BIGBJ055411.1-275729   88.54625   -27.95828   0.0075806        0.00287928           1.58569      0.261858          7.35248E-11              3.95476E-11                  21.1205    xxxxxxxxxxx        10000.0             --               0            17.0           -12.1             2             0.231    1            0.32       2WHSPJ055411.0-275729   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      233.29565290865256   -24.0870543178962    
  2BIGBJ042132.9-062903   65.38717   -6.48431    0.138994         0.0541562            1.99641      0.233741          2.49327E-10              1.263E-10                    21.021     xxxxxxxxxxx        3000.0              5BZBJ0421-0629   0            17.0           -11.9             1             0.39     1            0.5        2WHSPJ042132.8-062903   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      200.410682838804     -36.12012641297542   
  2BIGBJ013523.6-272813   23.84842   -27.47031   0.0681012        0.0244551            2.39572      0.306701          1.78597E-10              7.2073E-11                   12.667     xxxxxxxxxxx        3000.0              --               0            17.0           -12.1             1             0.248    1            0.32       2WHSPJ013523.5-272813   ""                  ""            ""             ""                   ""                      ""               ""               ""                  ""                      217.4580597100168    -80.2321682738103    
